Target,x_axis,y_axis,Q1,Q2,Q3,Q4,Q5,Q6,persentage,City,State,Manager
77.57499924,3.648701437,3.386516923,2.821619312,4.034821619,4.903592029,3.144810327,3.263466292,3.723899045,152.0341,Delhi,Delhi(UP),E
76.06128117,3.766487625,3.345866268,3.361064486,4.492599261,2.174413282,3.782860805,4.845728935,3.94225898,162.6820,gurugram,UP,L
74.65742973,3.383510849,4.029602954,4.448561052,3.08987701,3.543076876,2.977629933,4.012298959,2.229621265,183.8450,Delhi,Delhi(UP),O
94.9201941,3.684377575,2.359996338,4.104403821,2.927915281,3.530625324,4.752616962,4.745475631,2.045228431,143.1990,Delhi,Delhi(UP),N
66.32435072,3.919660024,4.52354503,4.047273171,3.626300851,3.765831477,3.323160497,4.405346843,4.350047304,175.1289,Pune,Maharashtra,L
89.49705496,3.848628193,4.170598468,4.081331828,4.273689993,3.790734581,2.699758904,3.863795892,4.382457961,188.7570,GandthiNagar,Gujrat,G
80.94119083,3.921460616,4.510177923,2.242164373,4.572527238,4.882717368,4.460097049,4.471999268,2.8992584,76.5007,GandthiNagar,Gujrat,M
79.35880612,3.518066958,2.067659536,2.640705588,3.608813746,3.840815455,2.095583972,4.899197363,4.023285623,81.7835,Mumbai,Maharashtra,H
73.93566698,3.437788018,4.911282693,2.83086642,2.017029328,3.684621723,2.343607898,4.860744041,4.889858699,72.0832,Pune,Maharashtra,M
71.46824549,3.632694479,4.598254341,4.372661519,4.78090762,3.785699026,2.184667501,3.940885647,2.731345561,122.5074,GandthiNagar,Gujrat,O
57.80968657,4.023117771,4.08600116,4.927488021,4.903134251,3.986205634,3.101504563,4.976561785,2.243812372,162.9704,gurugram,UP,M
68.77956481,3.251884518,4.871730705,4.598986785,2.059144871,3.612384411,2.119937742,4.688436537,2.432416761,124.3156,Pune,Maharashtra,A
80.45594653,3.547624134,3.582628864,4.182866909,2.49284341,2.853755303,2.472334971,4.288796655,4.995147557,193.3073,Pune,Maharashtra,N
72.97891171,3.104159673,3.300729392,3.392651143,2.201605274,2.616443373,3.807580798,3.542985321,3.063692129,198.6633,Mumbai,Maharashtra,I
53.84075442,3.66626484,2.927915281,4.861934263,4.262062441,2.55098117,2.095309305,4.090121158,4.1371807,156.3692,GandthiNagar,Gujrat,I
87.69341105,3.466994232,2.198217719,2.658375805,4.338328196,2.374645222,4.116214484,3.604052858,3.710348827,104.6266,Pune,Maharashtra,H
76.63045137,3.4140141,3.942075869,4.059541612,4.375865963,2.732627338,4.053865169,2.487899411,2.774285104,142.5901,GandthiNagar,Gujrat,C
53.93841365,3.095324564,4.51576281,2.304513688,3.581255531,4.541947691,2.608386486,3.100863674,2.434980316,164.7740,Delhi,Delhi(UP),B
67.84112064,3.897228919,3.471388897,3.836054567,3.407116916,3.916806543,4.582781457,3.909024323,3.731589709,112.1204,GandthiNagar,Gujrat,E
79.05362102,3.917676321,2.797540208,4.037659841,4.763603626,2.257454146,4.448927274,4.291085543,3.707327494,87.1075,Pune,Maharashtra,A
90.45533616,3.049531541,2.070314646,3.554887539,2.450178533,3.768761254,3.343028047,2.9000824,2.280251473,159.8941,GandthiNagar,Gujrat,I
84.7849971,3.718817713,2.506118961,2.812555315,4.217200232,4.438764611,2.64803003,3.35749382,4.83886227,176.7449,gurugram,UP,B
50.24872585,3.420636616,4.911465804,4.201635792,3.287179174,2.225775933,4.171880245,2.503189184,4.134159368,160.2695,Pune,Maharashtra,A
81.31809442,4.027191992,4.632496109,4.466689047,3.992614521,4.745200964,3.294412061,4.33375042,3.330484939,63.4495,gurugram,UP,K
62.24860378,3.467101047,3.934202094,3.967070528,4.763695181,2.995483261,2.712576678,2.989623707,3.374156926,99.6826,Mumbai,Maharashtra,I
52.4857326,3.426313059,2.306985687,4.57206946,4.428968169,3.493362224,2.934232612,2.590990936,2.538254952,57.4618,Delhi,Delhi(UP),B
91.34800256,3.314233833,2.837366863,4.875667592,2.029663991,3.458204901,2.832697531,3.232245857,3.456923124,198.2284,Delhi,Delhi(UP),M
95.04989776,3.508896146,2.350840785,3.034760582,3.480178228,3.304940947,2.754051332,4.915952025,3.563493759,68.1234,GandthiNagar,Gujrat,N
51.08798486,3.456892605,4.843348491,3.739280374,2.802301096,2.504745628,3.234626301,4.497177038,3.963225196,153.3570,GandthiNagar,Gujrat,F
72.51960814,3.692007202,3.728843043,4.474288156,2.702322459,2.767693106,4.721762749,4.712240974,2.773735771,73.3375,Mumbai,Maharashtra,H
91.60435804,3.368831446,3.099032563,2.219275491,4.305093539,3.341837825,2.16626484,4.937376019,3.243140965,129.9554,Pune,Maharashtra,I
53.14035463,3.612567522,3.060853908,3.912961211,3.310434278,4.891781365,2.342875454,3.356028932,3.861323893,154.6571,GandthiNagar,Gujrat,F
80.39033174,3.4889523,3.999938963,3.276741844,2.042207099,4.794457839,3.637836848,4.568315683,2.614154485,189.1186,Mumbai,Maharashtra,L
83.35673086,3.821405683,3.084383679,3.807214576,4.20905179,4.641468551,4.189001129,2.237220374,3.844477676,158.4063,Delhi,Delhi(UP),E
84.46302683,3.553102206,3.499496445,4.79216895,4.063753166,3.137943663,4.04974517,3.007202368,2.267799921,112.4363,GandthiNagar,Gujrat,A
83.71532334,3.495223853,3.627857295,4.952208014,3.403912473,2.326029237,3.852626118,2.517380291,3.919186987,199.9451,Delhi,Delhi(UP),G
55.46433912,3.740531632,2.483321635,2.637684256,4.874843593,3.991241188,2.639790033,3.75777459,4.541856136,57.7914,GandthiNagar,Gujrat,G
75.03128147,3.384594256,2.609759819,2.290047914,2.701132237,4.127475814,3.487960448,3.135380108,4.565569018,140.6400,Mumbai,Maharashtra,B
56.87276833,3.60339671,3.408124027,4.980590228,3.650471511,3.300820948,2.65498825,4.319925535,2.713583789,195.3993,Mumbai,Maharashtra,E
79.74639119,3.217307047,4.211340678,3.155156102,2.099246193,2.548783837,4.589922788,4.093142491,2.817590869,178.7866,GandthiNagar,Gujrat,K
60.8783227,3.748329112,3.514145329,4.100375378,2.907498398,2.948423719,4.65355388,3.908291879,3.971831416,137.9803,Mumbai,Maharashtra,K
78.35779901,3.275215918,4.047364727,2.98403882,4.780999176,3.063966796,4.170873135,2.551164281,2.100253304,150.2350,GandthiNagar,Gujrat,C
87.90093692,3.238593707,3.886501663,3.501785333,3.292214728,2.013092441,3.844294565,2.058687094,4.721488083,165.2730,GandthiNagar,Gujrat,A
64.51612903,3.363902707,2.260567034,2.024994659,4.110721152,2.749473556,2.989715262,3.766563921,4.541947691,125.8217,Delhi,Delhi(UP),L
70.37720878,3.685888241,2.341044343,4.603473006,2.639790033,2.218176824,4.86999115,4.904599139,2.879299295,119.0008,Pune,Maharashtra,C
66.3533433,3.393704031,3.359324931,4.076754051,3.544907987,2.180455947,3.990142521,4.403057955,2.166905728,164.5085,gurugram,UP,B
50.70955535,3.5,4.422376171,2.78316599,2.961149937,4.596148564,2.938901944,3.40418714,4.316446425,179.2535,GandthiNagar,Gujrat,K
66.89352092,3.790643025,2.688955351,2.786919767,4.85973693,4.370738853,4.603656117,3.246436964,2.876369518,127.0486,Mumbai,Maharashtra,M
77.25150304,3.265907773,2.594836268,2.063356426,3.513962218,2.899716178,4.714438307,3.301736503,3.102237007,95.0911,Pune,Maharashtra,C
94.42732017,3.45617542,2.041291543,4.543229469,3.603778191,4.039674062,3.074587237,2.854853969,2.620929594,119.0832,gurugram,UP,O
98.239082,3.716147343,3.864436781,2.215521714,4.613544115,4.794824061,4.864223151,2.100070193,3.708700827,150.4639,gurugram,UP,O
95.57634205,3.49487289,3.443647572,3.486587115,2.182195502,4.986632893,4.463026826,3.176580096,2.674214911,158.1179,Mumbai,Maharashtra,J
77.90612506,3.767723624,4.453138829,3.565507981,3.340739158,2.361278115,3.679494613,4.830072939,4.829248939,169.2557,Pune,Maharashtra,C
80.9030427,3.927838984,4.003784295,2.680166021,4.476943266,2.853205969,4.480513932,4.664540544,4.411664174,140.0952,Delhi,Delhi(UP),I
